phenotype	description	variable_type	source	n_non_missing	n_missing	n_controls	n_cases	PHESANT_transformation	notes
100520	Milk intake	ordinal	phesant	51413	309781	NA	NA	100520_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 49081 || Inc(>=10): 0(49081) || Inc(>=10): 2(1429) || Inc(>=10): 3(291) || Inc(>=10): 1(517) || Inc(>=10): 5(33) || Removed 7: 8<10 examples || Inc(>=10): 4(62) || Removed 6: 6<10 examples || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 6 ||	Question asked: "How many glasses/carton/ 250ml of milk (excluding milkshakes) did you consume yesterday?"
100590	Red wine intake	ordinal	phesant	51427	309767	NA	NA	100590_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 42221 || Inc(>=10): 3(3128) || Inc(>=10): 0(42221) || Inc(>=10): 4(1374) || Inc(>=10): 5(393) || Inc(>=10): 1(531) || Inc(>=10): 2(3528) || Inc(>=10): 6(142) || Inc(>=10): 7(110) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many wine glasses of red wine?"
100630	Rose wine intake	ordinal	phesant	51427	309767	NA	NA	100630_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 49890 || Inc(>=10): 0(49890) || Inc(>=10): 6(21) || Inc(>=10): 1(103) || Inc(>=10): 3(507) || Inc(>=10): 2(659) || Inc(>=10): 4(187) || Inc(>=10): 5(48) || Inc(>=10): 7(12) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many wine glasses of rose wine?"
100670	White wine intake	ordinal	phesant	51427	309767	NA	NA	100670_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 44266 || Inc(>=10): 0(44266) || Inc(>=10): 3(2430) || Inc(>=10): 5(342) || Inc(>=10): 2(2724) || Inc(>=10): 1(414) || Inc(>=10): 4(1039) || Inc(>=10): 6(117) || Inc(>=10): 7(95) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many wine glasses of white wine?"
100710	Beer/cider intake	ordinal	phesant	51427	309767	NA	NA	100710_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 42472 || Inc(>=10): 0(42472) || Inc(>=10): 3(1928) || Inc(>=10): 2(3033) || Inc(>=10): 1(2117) || Inc(>=10): 4(878) || Inc(>=10): 7(200) || Inc(>=10): 5(540) || Inc(>=10): 6(259) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many pints of beer, lager or cider?"
100720	Fortified wine intake	ordinal	phesant	51416	309778	NA	NA	100720_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 50479 || Inc(>=10): 0(50479) || Inc(>=10): 2(537) || Inc(>=10): 3(121) || Inc(>=10): 1(248) || Inc(>=10): 4(31) || Removed 7: 4<10 examples || Removed 5: 5<10 examples || Removed 6: 2<10 examples || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 5 ||	Question asked: "How many sherry/port glasses of sherry, fortified wine or port?"
100730	Spirits intake	ordinal	phesant	51427	309767	NA	NA	100730_0|| CAT-SINGLE || reorder 555|1|2|3|4|5|600 || Default related field: x20082_0_0 || default value 0 set, N= 47811 || Inc(>=10): 0(47811) || Inc(>=10): 2(1584) || Inc(>=10): 6(60) || Inc(>=10): 3(1018) || Inc(>=10): 4(292) || Inc(>=10): 1(382) || Inc(>=10): 5(193) || Inc(>=10): 7(87) || ordered || CAT-ORD || order: 555|1|2|3|4|5|600 || num categories: 8 ||	Question asked: "How many measures of spirits e.g. vodka, whisky, gin, rum?"
102190	Cake intake	ordinal	phesant	51427	309767	NA	NA	102190_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 45295 || Inc(>=10): 0(45295) || Inc(>=10): 2(4331) || Inc(>=10): 3(737) || Inc(>=10): 1(956) || Inc(>=10): 4(108) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||	Question asked: "How many slices/items of cake, muffin, flapjack, brownie, pecan pie did you have?" This question was only asked to participants who reported consuming cakes, puddings or other desserts.
102280	Milk chocolate intake	ordinal	phesant	51425	309769	NA	NA	102280_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 47996 || Inc(>=10): 0(47996) || Inc(>=10): 1(1259) || Inc(>=10): 2(684) || Inc(>=10): 4(193) || Inc(>=10): 3(1248) || Inc(>=10): 5(27) || Inc(>=10): 6(18) || Removed 7: 2<10 examples || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 7 ||	Question asked: "How many milk chocolate bars (~50 g) did you have?" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message: If you have had just one or two squares of chocolate, or just one or two sweets, please record this as 1/4. 
102290	Dark chocolate intake	ordinal	phesant	51416	309778	NA	NA	102290_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 48690 || Inc(>=10): 0(48690) || Inc(>=10): 3(425) || Inc(>=10): 1(1806) || Inc(>=10): 2(416) || Inc(>=10): 4(67) || Removed 5: 9<10 examples || Inc(>=10): 6(12) || Removed 7: 2<10 examples || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 6 ||	Question asked: "How many plain/dark chocolate bars (~50 g) did you have?" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message: If you have had just one or two squares of chocolate, or just one or two sweets, please record this as 1/4. 
102330	Sweets intake	ordinal	phesant	51427	309767	NA	NA	102330_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 48450 || Inc(>=10): 0(48450) || Inc(>=10): 1(1096) || Inc(>=10): 4(344) || Inc(>=10): 3(721) || Inc(>=10): 5(145) || Inc(>=10): 2(449) || Inc(>=10): 7(117) || Inc(>=10): 6(105) || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 8 ||	Question asked: "How many handfuls of sweets (hard and soft, e.g. peppermints, toffees, fudge, fruit flavoured sweets) did you have?" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets.
102360	Sweet biscuits intake	ordinal	phesant	51427	309767	NA	NA	102360_0|| CAT-SINGLE || reorder 444|555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 41788 || Inc(>=10): 0(41788) || Inc(>=10): 3(2842) || Inc(>=10): 4(3890) || Inc(>=10): 5(1370) || Inc(>=10): 7(439) || Inc(>=10): 6(882) || Inc(>=10): 1(71) || Inc(>=10): 2(145) || ordered || CAT-ORD || order: 444|555|1|2|3|4|500 || num categories: 8 ||	Question asked: "How many sweet biscuits (e.g. digestive, shortbread, ginger nut) did you have?" This question was only asked to participants who reported consuming any biscuits, chocolate or sweets. If the participant activated the Help feature they were shown the message: Very large cookies count as two biscuits. 
102440	Unsalted nuts intake	ordinal	phesant	51427	309767	NA	NA	102440_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 48029 || Inc(>=10): 0(48029) || Inc(>=10): 2(1313) || Inc(>=10): 1(1687) || Inc(>=10): 4(119) || Inc(>=10): 3(279) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||	Question asked: "How many handfuls of unsalted nuts (e.g. almonds, cashews, walnuts) did you have?" This question was only asked to participants who reported consuming savoury snacks.
102460	Crisp intake	ordinal	phesant	51427	309767	NA	NA	102460_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 41192 || Inc(>=10): 0(41192) || Inc(>=10): 2(7143) || Inc(>=10): 4(120) || Inc(>=10): 3(840) || Inc(>=10): 1(2132) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||	Question asked: "How many small bags of crisps (e.g. Walkers, Sensations, Doritos, Hula Hoops) did you have?" This question was only asked to participants who reported consuming savoury snacks.
102820	Hard cheese intake	ordinal	phesant	51427	309767	NA	NA	102820_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 36290 || Inc(>=10): 0(36290) || Inc(>=10): 2(8087) || Inc(>=10): 1(5836) || Inc(>=10): 3(1080) || Inc(>=10): 4(134) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||	Question asked: "How many servings of hard cheese (e.g. Cheddar, Parmesan) did you have?" This question was only asked to participants who reported consuming cheese.
102830	Soft cheese intake	ordinal	phesant	51427	309767	NA	NA	102830_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 49380 || Inc(>=10): 0(49380) || Inc(>=10): 2(962) || Inc(>=10): 1(969) || Inc(>=10): 3(99) || Inc(>=10): 4(17) || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 5 ||	Question asked: "How many servings of soft cheese (e.g. Brie) did you have?" This question was only asked to participants who reported consuming cheese.
102840	Blue cheese intake	ordinal	phesant	51422	309772	NA	NA	102840_0|| CAT-SINGLE || reorder 555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 49941 || Inc(>=10): 0(49941) || Inc(>=10): 2(613) || Inc(>=10): 1(810) || Inc(>=10): 3(58) || Removed 4: 5<10 examples || ordered || CAT-ORD || order: 555|1|2|300 || num categories: 4 ||	Question asked: "How many servings of blue cheese (e.g. Stilton) did you have?" This question was only asked to participants who reported consuming cheese.
103020	Beef intake	ordinal	phesant	51422	309772	NA	NA	103020_0|| CAT-SINGLE || reorder 555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 42025 || Inc(>=10): 2(7461) || Inc(>=10): 0(42025) || Inc(>=10): 1(1275) || Inc(>=10): 3(606) || Inc(>=10): 4(39) || Inc(>=10): 5(16) || Removed 6: 5<10 examples || ordered || CAT-ORD || order: 555|1|2|3|4|500 || num categories: 6 ||	Question asked: "How many servings of beef (e.g. roast, steak, mince, curry, burger) did you have?" This question was only asked to participants who reported consuming meat or poultry.
103060	Poultry intake	ordinal	phesant	51422	309772	NA	NA	103060_0|| CAT-SINGLE || reorder 555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 39703 || Inc(>=10): 0(39703) || Inc(>=10): 2(8959) || Inc(>=10): 1(1857) || Inc(>=10): 3(812) || Inc(>=10): 4(74) || Removed 6: 5<10 examples || Inc(>=10): 5(17) || ordered || CAT-ORD || order: 555|1|2|3|4|500 || num categories: 6 ||	Question asked: "How many servings of chicken or turkey (e.g. roast, drumsticks, curry) did you have?" This question was only asked to participants who reported consuming meat or poultry.
103070	Bacon intake	ordinal	phesant	51427	309767	NA	NA	103070_0|| CAT-SINGLE || reorder 555|1|2|3|4|500 || Default related field: x20082_0_0 || default value 0 set, N= 47000 || Inc(>=10): 0(47000) || Inc(>=10): 2(1519) || Inc(>=10): 3(1769) || Inc(>=10): 4(424) || Inc(>=10): 1(542) || Inc(>=10): 5(141) || Inc(>=10): 6(32) || ordered || CAT-ORD || order: 555|1|2|3|4|500 || num categories: 7 ||	Question asked: "How many rashers of bacon did you have?" This question was only asked to participants who reported consuming meat or poultry.
104020	Fried potatoes intake	ordinal	phesant	51427	309767	NA	NA	104020_0|| CAT-SINGLE || reorder 444|555|1|2|300 || Default related field: x20082_0_0 || default value 0 set, N= 42292 || Inc(>=10): 0(42292) || Inc(>=10): 3(6525) || Inc(>=10): 2(1355) || Inc(>=10): 5(195) || Inc(>=10): 4(473) || Inc(>=10): 1(587) || ordered || CAT-ORD || order: 444|555|1|2|300 || num categories: 6 ||	Question asked: "How many servings of potatoes (fried, chips, wedges, roast) did you have?" This question was only asked to participants who reported consuming vegetables.
